page_nos,article_title,article_link,article_hint,article_tags 
46,Maximize difference between odd and even-indexed array elements by rotating their binary representations,https://www.geeksforgeeks.org/maximize-difference-between-odd-and-even-indexed-array-elements-by-rotating-their-binary-representations/,"Given an array arr[] consisting of N positive integers, the task is to find the maximum absolute difference between the sum of the array elements… ","array-rearrange, binary-representation, Arrays, Bit Magic, Mathematical"
46,Program to find the Nth Composite Number,https://www.geeksforgeeks.org/program-to-find-the-nth-composite-number/,"Given a positive integer N, the task is to find the Nth Composite Number. Examples: Input: N = 1Output: 4 Input: N = 3 Output: 8… ","Prime Number, sieve, Mathematical, Searching"
46,Class 10 RD Sharma Solutions – Chapter 15 Areas Related to Circles – Exercise 15.4 | Set 1,https://www.geeksforgeeks.org/class-10-rd-sharma-solutions-chapter-15-areas-related-to-circles-exercise-15-4-set-1/,Question 1. A plot is in the form of a rectangle ABCD having semi-circle on BC as shown in the figure. If AB = 60… ,"Picked, RD Sharma Class-10, Class 10, RD Sharma Solutions, School Learning, School Mathematics"
46,Class 9 RD Sharma Solutions – Chapter 2 Exponents of Real Numbers- Exercise 2.2 | Set 2,https://www.geeksforgeeks.org/class-9-rd-sharma-solutions-chapter-2-exponents-of-real-numbers-exercise-2-2-set-2/,"Question 12. Determine (8x)x, if 9x+2 = 240 + 9x. Solution: We have, => 9x+2 = 240 + 9x => 9x+2 − 9x = 240… ","RD Sharma Class-9, Class 9, RD Sharma Solutions, School Learning, School Mathematics"
46,Class 12 RD Sharma Solutions – Chapter 16 Tangents and Normals – Exercise 16.1 | Set 2,https://www.geeksforgeeks.org/class-12-rd-sharma-solutions-chapter-16-tangents-and-normals-exercise-16-1-set-2/,Question 11. Find the points on the curve y = 3x2 − 9x + 8 at which the tangents are equally inclined with the axes.… ,"RD Sharma Class-12, Class 12, RD Sharma Solutions, School Learning, School Mathematics"
46,Class 8 RD Sharma Solutions – Chapter 8 Division Of Algebraic Expressions – Exercise 8.4 | Set 2,https://www.geeksforgeeks.org/class-8-rd-sharma-solutions-chapter-8-division-of-algebraic-expressions-exercise-8-4-set-2/,Question 19. Divide 30x4 + 11x3 – 82x2 – 12x + 48 by 3x2 + 2x – 4 Solution: We have to divide 30x4 +… ,"RD Sharma Class-8, Class 8, RD Sharma Solutions, School Learning, School Mathematics"
46,Class 11 RD Sharma Solutions – Chapter 30 Derivatives – Exercise 30.2 | Set 1,https://www.geeksforgeeks.org/class-11-rd-sharma-solutions-chapter-30-derivatives-exercise-30-2-set-1/,Question 1. Differentiate each of the following using first principles: (i) 2/x  Solution: Given that f(x) = 2/x By using the formula f'(x) =  We… ,"Picked, RD Sharma Class-11, Class 11, RD Sharma Solutions, School Learning, School Mathematics"
46,Class 11 RD Sharma Solutions – Chapter 30 Derivatives – Exercise 30.2 | Set 2,https://www.geeksforgeeks.org/class-11-rd-sharma-solutions-chapter-30-derivatives-exercise-30-2-set-2/,Question 3. Differentiate each of the following using first principles: (i) xsinx Solution: Given that f(x) = xsinx By using the formula We get = … ,"RD Sharma Class-11, Class 11, RD Sharma Solutions, School Learning, School Mathematics"
46,Best Coding Practices For Rest API Design,https://www.geeksforgeeks.org/best-coding-practices-for-rest-api-design/,"JSON, Endpoints, Postman, CRUD, Curl, HTTP, Status Code, Request, Response, Authentication,  All these words are familiar to you if you are in backend development and… ","GBlog, Web Technologies"
46,Class 12 RD Sharma Solutions – Chapter 16 Tangents and Normals – Exercise 16.1 | Set 1,https://www.geeksforgeeks.org/class-12-rd-sharma-solutions-chapter-16-tangents-and-normals-exercise-16-1-set-1/,Question 1. Find the slopes of the tangent and the normal to the following curves at the indicated points: (i) y = √x3 at x… ,"RD Sharma Class-12, Class 12, RD Sharma Solutions, School Learning, School Mathematics"
46,Class 11 RD Sharma Solutions – Chapter 3 Functions – Exercise 3.3,https://www.geeksforgeeks.org/class-11-rd-sharma-solutions-chapter-3-functions-exercise-3-3/,"Question 1. Find the domain of each of the following real valued functions of real variable: (i) f (x) = 1/x  Solution: We are given,… ","RD Sharma Class-11, Class 11, RD Sharma Solutions, School Learning, School Mathematics"
46,Class 9 RD Sharma Solutions – Chapter 8 Introduction to Lines and Angles- Exercise 8.2 | Set 1,https://www.geeksforgeeks.org/class-9-rd-sharma-solutions-chapter-8-introduction-to-lines-and-angles-exercise-8-2-set-1/,"Question 1: In the below Fig. OA and OB are opposite rays: (i) If x = 25°, what is the value of y? (ii) If… ","Picked, RD Sharma Class-9, Class 9, RD Sharma Solutions, School Learning, School Mathematics"
47,Class 11 RD Sharma Solutions – Chapter 13 Complex Numbers – Exercise 13.2 | Set 2,https://www.geeksforgeeks.org/class-11-rd-sharma-solutions-chapter-13-complex-numbers-exercise-13-2-set-2/,"Question 14. If, find (a, b). Solution: We have, => => => => => (−i)100 = a + ib => a + ib = 1… ","RD Sharma Class-11, Class 11, RD Sharma Solutions, School Learning, School Mathematics"
47,CBSE Class 10 Maths Notes,https://www.geeksforgeeks.org/cbse-class-10-maths-notes/,"CBSE Class 10 Mathematics Concepts, based on the latest syllabus for Class 10 Boards helps to understand all the concepts of class 10 maths chapter-wise.… ","Class 10, School Learning, School Mathematics"
47,RD Sharma Class 8 Solutions for Maths,https://www.geeksforgeeks.org/rd-sharma-class-8-solutions-for-maths/,RD Sharma Solutions for class 8 covers different types of questions with varying difficulty levels. The solutions provided by GeeksforGeeks help to practice the questions… ,"RD Sharma Class-8, Class 8, RD Sharma Solutions, School Learning, School Mathematics"
47,How to convert date and time with different timezones in Python?,https://www.geeksforgeeks.org/how-to-convert-date-and-time-with-different-timezones-in-python/,"In this article, we will discuss how to convert date and time with different timezones in Python. To do this we will use one of… ","Picked, Python datetime-program, Python-datetime, Python"
47,Class 11 RD Sharma Solutions – Chapter 23 The Straight Lines- Exercise 23.15,https://www.geeksforgeeks.org/class-11-rd-sharma-solutions-chapter-23-the-straight-lines-exercise-23-15/,"Question 1. Find the distance of the point (4, 5) from the straight line 3x – 5y + 7 = 0 Solution: From question, we… ","Picked, RD Sharma Class-11, Class 11, RD Sharma Solutions, School Learning, School Mathematics"
47,Class 10 RD Sharma Solutions – Chapter 3 Pair of Linear Equations in Two Variables – Exercise 3.10,https://www.geeksforgeeks.org/class-10-rd-sharma-solutions-chapter-3-pair-of-linear-equations-in-two-variables-exercise-3-10/,Question 1. Points A and B are 70km. apart on a highway. A car starts from A and another car starts from B simultaneously. If… ,"Picked, RD Sharma Class-10, Class 10, RD Sharma Solutions, School Learning, School Mathematics"
47,Class 11 RD Sharma solutions – Chapter 29 Limits – Exercise 29.7 | Set 2,https://www.geeksforgeeks.org/class-11-rd-sharma-solutions-chapter-29-limits-exercise-29-7-set-2/,"Question 32. limx→0[{sin(a + x) + sin(a – x) – 2sina}/(xsinx)] Solution: We have, limx→0[{sin(a + x) + sin(a – x) – 2sina}/(xsinx)] =  =… ","RD Sharma Class-11, Class 11, RD Sharma Solutions, School Learning, School Mathematics"
47,Class 10 RD Sharma Solutions – Chapter 15 Areas Related to Circles – Exercise 15.4 | Set 3,https://www.geeksforgeeks.org/class-10-rd-sharma-solutions-chapter-15-areas-related-to-circles-exercise-15-4-set-3/,"Question 35. In the figure, AB and CD are two diameters of a circle perpendicular to each other and OD is the diameter of the… ","RD Sharma Class-10, Class 10, RD Sharma Solutions, School Learning, School Mathematics"
47,Class 10 RD Sharma Solutions – Chapter 15 Areas Related to Circles – Exercise 15.4 | Set 2,https://www.geeksforgeeks.org/class-10-rd-sharma-solutions-chapter-15-areas-related-to-circles-exercise-15-4-set-2/,"Question 18. In the given figure, Find the area of the shaded region. (Use π = 3.14).   Solution: The side of the square =… ","RD Sharma Class-10, Class 10, RD Sharma Solutions, School Learning, School Mathematics"
47,Class 8 RD Sharma Solutions – Chapter 8 Division Of Algebraic Expressions – Exercise 8.4 | Set 1,https://www.geeksforgeeks.org/class-8-rd-sharma-solutions-chapter-8-division-of-algebraic-expressions-exercise-8-4-set-1/,"Question 1. Divide 5x3 – 15x2 + 25x by 5x Solution: We have to divide 5x3 – 15x2 + 25x by 5x So, (5x3 –… ","Picked, RD Sharma Class-8, Class 8, RD Sharma Solutions, School Learning, School Mathematics"
47,Class 8 RD Sharma Solutions – Chapter 3 Squares and Square Roots – Exercise 3.5,https://www.geeksforgeeks.org/class-8-rd-sharma-solutions-chapter-3-squares-and-square-roots-exercise-3-5/,"Question 1. Find the square root of each of the following by long division method: (i) 12544   Solution: Here, by using long division method,… ","Picked, RD Sharma Class-8, Class 8, RD Sharma Solutions, School Learning, School Mathematics"
47,Class 9 RD Sharma Solutions – Chapter 2 Exponents of Real Numbers- Exercise 2.2 | Set 1,https://www.geeksforgeeks.org/class-9-rd-sharma-solutions-chapter-2-exponents-of-real-numbers-exercise-2-2-set-1/,"Question 1. Assuming that x, y, z are positive real numbers, simplify each of the following: (i)  Solution: We have, =  =  =  =  (ii) … ","RD Sharma Class-9, Class 9, RD Sharma Solutions, School Learning, School Mathematics"
47,Search Data in Django From Firebase,https://www.geeksforgeeks.org/search-data-in-django-from-firebase/,"Firebase is a product of Google which helps developers to build, manage, and grow their apps easily. It helps developers to build their apps faster… ","Django-models, Firebase, Python Django, Python"
47,Class 12 RD Sharma Solutions – Chapter 3 Binary Operations – Exercise 3.2,https://www.geeksforgeeks.org/class-12-rd-sharma-solutions-chapter-3-binary-operations-exercise-3-2/,"Question 1. Let ‘*’ be a binary operation on N defined by a * b = 1.c.m. (a, b) for all a, b ∈ N… ","Picked, RD Sharma Class-12, Class 12, RD Sharma Solutions, School Learning, School Mathematics"
47,Class 9 RD Sharma Solutions – Chapter 8 Introduction to Lines and Angles- Exercise 8.4 | Set 3,https://www.geeksforgeeks.org/class-9-rd-sharma-solutions-chapter-8-introduction-to-lines-and-angles-exercise-8-4-set-3/,"Question 21. In the given figure, transversal l intersects two linesmandn, ∠4 = 110° and ∠7 = 65°. Ism||n? Solution: The figure is given as… ","RD Sharma Class-9, Class 9, RD Sharma Solutions, School Learning, School Mathematics"
48,CBSE Class 9 Maths Notes,https://www.geeksforgeeks.org/cbse-class-9-maths-notes/,"CBSE Class 9 Mathematics Concepts, makes students to understand all the concepts of class 9 maths chapter-wise as it covers all the topics and subtopics… ","Class 9, School Learning, School Mathematics"
48,CBSE Class 8 Maths Notes,https://www.geeksforgeeks.org/cbse-class-8-maths-notes/,"Notes for CBSE Class 8 Mathematics Concepts, helps to understand all the concepts of class 8 maths in a chapter-wise manner as it covers all… ","Class 8, School Learning, School Mathematics"
48,NCERT Solutions for Class 12 Maths,https://www.geeksforgeeks.org/ncert-solutions-for-class-12-maths/,NCERT Solutions for Class 12 Maths provides a solid conceptual base for all the topics included in CBSE Class 12 Maths Syllabus. It covers all the… ,"NCERT Solutions Class-12, Class 12, NCERT, School Learning, School Mathematics"
48,NCERT Solutions for Class 11 Maths,https://www.geeksforgeeks.org/ncert-solutions-for-class-11-maths/,NCERT Solutions for Class 11 Maths presents the solution of the respective grade’s NCERT textbook in a very precise and lucid manner keeping the objective… ,"NCERT Solutions Class-11, Class 11, NCERT, School Learning, School Mathematics"
48,NCERT Solutions for Class 10 Maths,https://www.geeksforgeeks.org/ncert-solutions-for-class-10-maths/,NCERT Solutions for Class 10 Maths provided by GeeksforGeeks contains the solutions to the problems described in 15 chapters provided in the NCERT textbook. The… ,"NCERT Solutions Class-10, Class 10, NCERT, School Learning, School Mathematics"
48,NCERT Solutions for Class 9 Maths,https://www.geeksforgeeks.org/ncert-solutions-for-class-9-maths/,NCERT Solutions for Class 9 Maths provides chapter-wise solutions to problems given in the respective NCERT textbook. The questions solved here in the solutions provided… ,"NCERT Solutions Class-9, Class 9, NCERT, School Learning, School Mathematics"
48,NCERT Solutions for Class 8 Maths,https://www.geeksforgeeks.org/ncert-solutions-for-class-8-maths/,NCERT Solutions for Class 8 Maths consists of the chapter-wise solutions of all the problems provided in the NCERT textbook for Class 8 Mathematics. GeeksforGeeks… ,"NCERT Solutions Class-8, Class 8, NCERT, School Learning, School Mathematics"
48,Class 11 RD Sharma Solutions – Chapter 13 Complex Numbers – Exercise 13.4,https://www.geeksforgeeks.org/class-11-rd-sharma-solutions-chapter-13-complex-numbers-exercise-13-4/,Question 1. Find the modulus and argument of the following complex numbers and hence express each of them in the polar form: (i) 1 +… ,"RD Sharma Class-11, Class 11, RD Sharma Solutions, School Learning, School Mathematics"
48,Class 11 RD Sharma Solutions – Chapter 22 Brief Review of Cartesian System of Rectangular Coordinates- Exercise 22.3,https://www.geeksforgeeks.org/class-11-rd-sharma-solutions-chapter-22-brief-review-of-cartesian-system-of-rectangular-coordinates-exercise-22-3/,Question 1. What does the equation (x – a)2 + (y – b)2 = r2 become when the axes are transferred to parallel axes through… ,"RD Sharma Class-11, Class 11, RD Sharma Solutions, School Learning, School Mathematics"
48,Class 11 RD Sharma Solutions – Chapter 29 Limits – Exercise 29.4 | Set 2,https://www.geeksforgeeks.org/class-11-rd-sharma-solutions-chapter-29-limits-exercise-29-4-set-2/,"Evaluates the following limits: Question 18. Limx→1{√(5x – 4) – √x}/(x3 – 1) Solution: We have, Limx→1{√(5x – 4) – √x}/(x3 – 1) Find the… ","RD Sharma Class-11, Class 11, RD Sharma Solutions, School Learning, School Mathematics"
48,Class 12 RD Sharma Solutions – Chapter 16 Tangents and Normals – Exercise 16.3,https://www.geeksforgeeks.org/class-12-rd-sharma-solutions-chapter-16-tangents-and-normals-exercise-16-3/,Question 1. Find the angle of intersection of the following curves: (i) y2 = x and x2 = y Solution: First curve is y2 =… ,"RD Sharma Class-12, Class 12, RD Sharma Solutions, School Learning, School Mathematics"
48,Class 11 RD Sharma Solutions – Chapter 29 Limits – Exercise 29.4 | Set 1,https://www.geeksforgeeks.org/class-11-rd-sharma-solutions-chapter-29-limits-exercise-29-4-set-1/,"Evaluates the following limits: Question 1. Limx→0{√(1 + x + x2) – 1}/x. Solution: We have, Limx→0{√(1 + x + x2) – 1}/x Find the… ","Picked, RD Sharma Class-11, Class 11, RD Sharma Solutions, School Learning, School Mathematics"
48,SQL Full Outer Join Using Left and Right Outer Join and Union Clause,https://www.geeksforgeeks.org/sql-full-outer-join-using-left-and-right-outer-join-and-union-clause/,An SQL join statement is used to combine rows or information from two or more than two tables on the basis of a common attribute… ,"Picked, SQL-Query, SQL"
48,Class 12 RD Sharma Solutions – Chapter 19 Indefinite Integrals – Exercise 19.2 | Set 2,https://www.geeksforgeeks.org/class-12-rd-sharma-solutions-chapter-19-indefinite-integrals-exercise-19-2-set-2/,"Question 25. Evaluate ∫(tan⁡x + cot⁡x)2 dx Solution: We have, ∫(tan⁡x + cot⁡x)2 dx By using formula (x + y)2 = x2 + y2 +… ","RD Sharma Class-12, Class 12, RD Sharma Solutions, School Learning, School Mathematics"
48,Class 11 RD Sharma Solutions – Chapter 15 Linear Inequations – Exercise 15.1 | Set 2,https://www.geeksforgeeks.org/class-11-rd-sharma-solutions-chapter-15-linear-inequations-exercise-15-1-set-2/,Question 15. Solve:<− 5 in R. Solution: Given:<− 5 ⇒ < ⇒ 6(5−2x) < 3(x−30) ⇒ 30 − 12x < 3x − 90 ⇒ 15x >… ,"RD Sharma Class-11, Class 11, RD Sharma Solutions, School Learning, School Mathematics"
49,Class 11 RD Sharma Solutions – Chapter 15 Linear Inequations – Exercise 15.1 | Set 1,https://www.geeksforgeeks.org/class-11-rd-sharma-solutions-chapter-15-linear-inequations-exercise-15-1-set-1/,"Question 1. Solve: 12x < 50, when (i) x ∈ R Solution: Given: 12x < 50 Dividing both sides by 12, we get 12x/ 12… ","Picked, RD Sharma Class-11, Class 11, RD Sharma Solutions, School Learning, School Mathematics"
49,Querying Multiple Tables in SQL,https://www.geeksforgeeks.org/querying-multiple-tables-in-sql/,"Here, we are going to see how to query multiple tables in SQL.  For example, here, we will first create a database named “geeks” then… ","Picked, SQL-Query, SQL"
49,Class 12 RD Sharma Solutions – Chapter 19 Indefinite Integrals – Exercise 19.2 | Set 1,https://www.geeksforgeeks.org/class-12-rd-sharma-solutions-chapter-19-indefinite-integrals-exercise-19-2-set-1/,"Question 1. Evaluate (∫(3x√5 + 4√x + 5)dx Solution: We have, (∫(3x√5+4√x+5)dx = ∫3x√5 dx + ∫4√x dx + ∫5dx  = ∫3x3/2dx + 4∫x1/2 dx… ","Picked, RD Sharma Class-12, Class 12, RD Sharma Solutions, School Learning, School Mathematics"
49,How to Create a Virus to Open Multiple CMD Windows Automatically ?,https://www.geeksforgeeks.org/how-to-create-a-virus-to-open-multiple-cmd-windows-automatically/,The virus that we are going to create in this article will automatically open up multiple CMD windows in the victim’s Windows PC. This is… ,"How To, TechTips"
49,How to Use Neumorphic Theme in Android?,https://www.geeksforgeeks.org/how-to-use-neumorphic-theme-in-android/,Neumorphic theme is one of the beautiful which is seen used in many of the apps. It is a beautiful theme in which we can… ,"Android-Animation, Android"
49,How to Create WhatsApp Stories View in Android?,https://www.geeksforgeeks.org/how-to-create-whatsapp-stories-view-in-android/,"Stories are now becoming one of the most seen features in many different apps such as WhatsApp, LinkedIn, Instagram, and many more. In this article,… ","Android, Java"
49,Selecting Colors with the Palette API in Android with Example,https://www.geeksforgeeks.org/selecting-colors-with-the-palette-api-in-android-with-example/,When we are making UI design for any of the applications the most important part which we should take care of while building the application… ,"Picked, Android, Java"
49,How to Add Florent LongShadow to Android App?,https://www.geeksforgeeks.org/how-to-add-florent-longshadow-to-android-app/,LongShadow is an Android library that allows us to easily a long shadow to different views in Android Studio. We can use long shadows to… ,"Android, Java"
49,What is NDK in Android?,https://www.geeksforgeeks.org/what-is-ndk-in-android/,Most people have started their android journey by learning Java or Kotlin. These are the languages that are typically used while making android apps. While… ,"Picked, Android"
49,How to Add SlantedTextView in Android App?,https://www.geeksforgeeks.org/how-to-add-slantedtextview-in-android-app/,SlantedTextView is an Android library that allows us to easily create a slanted text in an android app. We can use this feature in many… ,"Android-View, Android, Java"
49,How to Build a Palindrome Checker App in Android Studio?,https://www.geeksforgeeks.org/how-to-build-a-palindrome-checker-app-in-android-studio/,"In this article, we will be building a Palindrome Checker android app in Android Studio using Kotlin and XML. The app will check whether the… ","Android-Studio, Android, Kotlin"
49,How to Make TextView and EditText Selectable in Android?,https://www.geeksforgeeks.org/how-to-make-textview-and-edittext-selectable-in-android/,"In this article, we are going to implement a very important feature related to TextView. While using any social media app or like using Facebook… ","Android-View, Android, Java"
49,Typing Animation Effect in Android,https://www.geeksforgeeks.org/typing-animation-effect-in-android/,"In this article, we are going to implement a very important feature related to TextView. This feature can be used to show important announcements or… ","Android-Animation, Android, Java"
49,How to Create Blink Effect on TextView in Android?,https://www.geeksforgeeks.org/how-to-create-blink-effect-on-textview-in-android/,"In this article, we are going to implement a very important feature related to TextView. Here we are adding the blink text feature on a… ","Android-View, Android, Java"
49,Explode Animation in Android,https://www.geeksforgeeks.org/explode-animation-in-android/,"In this article, we are going to show the android explode animation. This is something that is very interesting. You may have seen this feature… ","Android-Animation, Android, Java"
50,Typing Animation Effect in Android,https://www.geeksforgeeks.org/typing-animation-effect-in-android/,"In this article, we are going to implement a very important feature related to TextView. This feature can be used to show important announcements or… ","Android-Animation, Android, Java"
50,How to Create Blink Effect on TextView in Android?,https://www.geeksforgeeks.org/how-to-create-blink-effect-on-textview-in-android/,"In this article, we are going to implement a very important feature related to TextView. Here we are adding the blink text feature on a… ","Android-View, Android, Java"
50,Explode Animation in Android,https://www.geeksforgeeks.org/explode-animation-in-android/,"In this article, we are going to show the android explode animation. This is something that is very interesting. You may have seen this feature… ","Android-Animation, Android, Java"
50,How to Build a Step Counting Application in Android Studio?,https://www.geeksforgeeks.org/how-to-build-a-step-counting-application-in-android-studio/,Many of us have used the step counter on our phones while we go for walk or run. It counts the total steps that the… ,"Android-Studio, Picked, Android, Kotlin, Project"
50,Android ViewPager in Kotlin,https://www.geeksforgeeks.org/android-viewpager-in-kotlin/,ViewPager allows the users to swipe left or right through the pages containing data or see an entirely new screen. You can find this feature… ,"Kotlin Android, Picked, Android, Java"
50,Sort an array in increasing order of GCD of their digits,https://www.geeksforgeeks.org/sort-an-array-in-increasing-order-of-gcd-of-their-digits/,"Given an array arr[] consisting of N positive integers, the task is to sort the array arr[] according to the increasing order of GCD of… ","array-rearrange, HCF, Arrays, Mathematical, Sorting"
50,Sum of absolute differences of indices of occurrences of each array element | Set 2,https://www.geeksforgeeks.org/sum-of-absolute-differences-of-indices-of-occurrences-of-each-array-element-set-2/," Given an array, arr[] consisting of N integers, the task for each array element arr[i] is to print the sum of |i – j| for… ","cpp-map, interview-preparation, Oracle, Arrays, Hash, Mathematical"
50,Array element with minimum sum of absolute differences | Set 2,https://www.geeksforgeeks.org/array-element-with-minimum-sum-of-absolute-differences-set-2/,"Given an array arr[] consisting of N positive integers, the task is to find an array element X such that sum of its absolute differences… ","median-finding, Arrays, Mathematical"
50,Zoom Scroll View in Android,https://www.geeksforgeeks.org/zoom-scroll-view-in-android/,"In this article, we are going to implement zoom on ScrollView. Most of the time when we create a scroll view then it contains a… ","Android-View, Android, Java"
50,Modify array by replacing elements with their farthest co-prime number from a given range,https://www.geeksforgeeks.org/modify-array-by-replacing-elements-with-their-farthest-co-prime-number-from-a-given-range/,"Given an array arr[] consisting of N integers and two positive integers L and R, the task is to find the farthest co-prime number in… ","array-rearrange, HCF, Arrays, Mathematical"
50,Minimum number of bits of array elements required to be flipped to make all array elements equal,https://www.geeksforgeeks.org/minimum-number-of-bits-of-array-elements-required-to-be-flipped-to-make-all-array-elements-equal/,"Given an array arr[] consisting of N positive integers, the task is to find the minimum number of bits of array elements required to be… ","array-rearrange, setBitCount, Arrays, Bit Magic, Mathematical"
50,Sum of array elements possible by appending arr[i] / K to the end of the array K times for array elements divisible by K,https://www.geeksforgeeks.org/sum-of-array-elements-possible-by-appending-arri-k-to-the-end-of-the-array-k-times-for-array-elements-divisible-by-k/,"Given an array arr[] consisting of N integers and an integer K, the task is to find the sum of the array elements possible by… ","array-rearrange, divisibility, Arrays, Mathematical"
50,Split array into K non-empty subsets such that sum of their maximums and minimums is maximized,https://www.geeksforgeeks.org/split-array-into-k-non-empty-subsets-such-that-sum-of-their-maximums-and-minimums-is-maximized/,"Given two arrays arr[] and S[] consisting of N and K integers, the task is to find the maximum sum of minimum and maximum of… ","partition, subset, Arrays, Greedy, Mathematical, Sorting"
50,Length of longest subset consisting of A 0s and B 1s from an array of strings | Set 2,https://www.geeksforgeeks.org/length-of-longest-subset-consisting-of-a-0s-and-b-1s-from-an-array-of-strings-set-2/,"Given an array arr[] consisting of N binary strings, and two integers A and B, the task is to find the length of the longest… ","Memoization, subset, Dynamic Programming, Mathematical, Recursion, Strings"
50,"Check if sum of arr[i] / j for all possible pairs (i, j) in an array is 0 or not",https://www.geeksforgeeks.org/check-if-sum-of-arri-j-for-all-possible-pairs-i-j-in-an-array-is-0-or-not/,"Given an array arr[] consisting of N integers, the task is to check if the sum of all possible values of (arr[i] / j) for… ","Arrays, Mathematical"
51,Minimum increments required to make absolute difference of all pairwise adjacent array elements even,https://www.geeksforgeeks.org/minimum-increments-required-to-make-absolute-difference-of-all-pairwise-adjacent-array-elements-even/,"Given an array arr[] consisting of N integers, the task is to find the minimum number of array elements required to be incremented to make… ","array-rearrange, Arrays, Greedy, Mathematical"
51,Minimum number of bits required to be flipped such that Bitwise OR of A and B is equal to C,https://www.geeksforgeeks.org/minimum-number-of-bits-required-to-be-flipped-such-that-bitwise-or-of-a-and-b-is-equal-to-c/,"Given three positives integers A, B, and C, the task is to count the minimum number of flipping of bits required in A and B,… ","Bitwise-OR, Bit Magic, Greedy, Mathematical"
51,Count array elements whose count of divisors is a prime number,https://www.geeksforgeeks.org/count-array-elements-whose-count-of-divisors-is-a-prime-number/,"Given an array arr[] consisting of N positive integers, the task is to find the number of array elements whose count of divisors is a… ","divisors, factor, Prime Number, sieve, Arrays, Mathematical"
51,Overloading of function-call operator in C++,https://www.geeksforgeeks.org/overloading-of-function-call-operator-in-cpp/,"In this article, we will discuss the Overloading of the function-call operators in C++. The function call operator is denoted by “()” which is used… ","C++-Operator Overloading, cpp-operator, cpp-operator-overloading, C++, C++ Programs"
51,Program to draw a Hut in using OpenGL in C++,https://www.geeksforgeeks.org/program-to-draw-a-hut-in-using-opengl-in-cpp/,"In this article, we will discuss how to create a front-facing view of a hut in OpenGL using two basic shapes i.e. triangle and rectangle.… ","c-graphics, computer-graphics, OpenGL, C++, C++ Programs"
51,Integrating Lua in C++,https://www.geeksforgeeks.org/integrating-lua-in-cpp/,"Lua is a high-level, multi-paradigm programming language, mainly used in embedded applications as well as powerful scripting support for existing products. For Example Scripting enhancement… ","CPP-Library, C++, C++ Programs"
51,Why the value of Golden Ratio is 1.618 and how is it related to Binet’s formula ?,https://www.geeksforgeeks.org/why-the-value-of-golden-ratio-is-1-618-and-how-is-it-related-to-binets-formula/,"Golden Ratio: Two numbers, say A and B are said to be in the golden ratio if their ratio equals the ratio of the sum… ","Fibonacci, Mathematical"
51,Draw circles using the polar coordinates and mid-point circle drawing algorithm on the same console using openGL in C++,https://www.geeksforgeeks.org/draw-circles-using-the-polar-coordinates-and-mid-point-circle-drawing-algorithm-in-the-same-console-using-opengl-in-cpp/,"In this article, the task is to draw circles in two different subwindows using two different algorithms, and the circles are created using a single… ","c-graphics, computer-graphics, OpenGL, C++, C++ Programs"
51,How to toggle play/pause in ReactJS with audio ?,https://www.geeksforgeeks.org/how-to-toggle-play-pause-in-reactjs-with-audio/,In this article we will learn to create a play/pause buton for an audio file using ReactJS Approach: We are going to use the following… ,"Picked, React-Questions, ReactJS, Web Technologies"
51,How to have the class=“selected” depending on what the current page/url is ?,https://www.geeksforgeeks.org/how-to-have-the-classselected-depending-on-what-the-current-page-url-is/,Having class = “selected” depending on what page / URL is. This concept is very important especially when designing a navbar for a website so… ,"JavaScript-Methods, JavaScript-Questions, Picked, JavaScript, Web Technologies"
51,How to use CssBaseLine Component in ReactJS ?,https://www.geeksforgeeks.org/how-to-use-cssbaseline-component-in-reactjs/,"A CssBaseline component is a collection of HTML element and attribute style-normalizations. At the <head> of our document, it is added as CSS reset. This… ","Material-UI, React-Questions, ReactJS, Web Technologies"
51,React Native Alert API,https://www.geeksforgeeks.org/react-native-alert-api/,"In this article, We are going to see how to create an alert in react-native. For this, we are going to use React Native Alert… ","Picked, React-Native, React-Native APIs, Web Technologies"
51,Animated expanding card using framer-motion and ReactJS,https://www.geeksforgeeks.org/animated-expanding-card-using-framer-motion-and-reactjs/,"In this article, we are going to learn how to create an animated expanding card using react and framer. Prerequisites: Knowledge of JavaScript (ES6). JavaScript… ","CSS-Properties, Framer-motion, ReactJS, Web Technologies"
51,GraphQL – Attacks and Security,https://www.geeksforgeeks.org/graphql-attacks-and-security/,"GraphQL is a query language for APIs, which uses the graph structure to store data. It’s like any other REST APIs Nowadays the GraphQL implementation… ","Cyber-security, Information-Security, Advanced Computer Subject"
51,7 Best Unity Books For Game Development,https://www.geeksforgeeks.org/7-best-unity-books-for-game-development/,"You must have heard of the fact that not all fingers are the same, but each of the ones is useful when the different condition… ","C#, GBlog"
52,HashedIN Interview Experience for Software Engineer-1 (Off-Campus),https://www.geeksforgeeks.org/hashedin-interview-experience-for-software-engineer-1-off-campus/,"I applied at HashedIN after seeing a posting on LinkedIn and the same day, I got a call from a technical recruiter at HashedIN. We… ","Hashedin, Marketing, Off-Campus, Interview Experiences"
52,Goldman Sachs Interview Experience for Software Analyst | 7 Months Experienced,https://www.geeksforgeeks.org/goldman-sachs-interview-experience-for-software-analyst-7-months-experienced/,Online Round: 2 very easy basic string question Technical Interview 1: https://www.geeksforgeeks.org/given-a-string-find-its-first-non-repeating-character/ You are given a list of examination results of various students. A student… ,"Goldman Sachs, Marketing, Experienced, Interview Experiences"
